OID_,gradient,modificati,modificat1,modified,monitoring,municipali,natureofev,entrancelo,provincete,nhnwatersh,fishpassty,operatingn,operatedby,architect,constructe,length_m,contracted,depth_m,designedon,elevationm,engineerin,estimateof,estimateo1,fishwayref,hasevaluat,knownnotus,latitude,longitude,maxfishway,meanfishwa,entrancepo,completele,operationp,plansheldb,purpose,rivernamee,rivernamef,nhnwaters1,completel1,cabd_id,dam_id,known_use,datasource,featuretyp,waterbodyn,waterbody1,yearconstr,entrancep1,entrancel1,provincet1,fishpasst1,structuren,structure1,PRPWSHID,NHN7DWSH,NHN4DWSH
304,0.000000000000000, ,0,0, ,"Division No.  6, Subd. A",Monitoring,0,nl,Exploits,9,Red Indian Lake fishway, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,48.762616360000003,-56.597573640000000,0.000000000000000,0.000000000000000,0,0, , , ,Exploits River, ,02YO000, ,aa698352-5520-4815-b86e-0fdfd4eebc5d,75656767-a752-4d20-acbc-347e8afa90c6, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/aa698352-5520-4815-b86e-0fdfd4eebc5d,fishways, , ,0, , ,Newfoundland and Labrador,Unknown,Red Indian Lake dam, , ,02YO000,02YOB
305,0.000000000000000, ,0,0, ,Rimouski, ,0,qc,Rimouski,7,"Dam is also called: Centrale hydro/lectrique Boralex X0000571

Fishway called

PM 5 anguillettes du barrage de la Pulpe

contact info

Yvan Desgagnos (Boralex)",Fiducie Boralex, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.410957029999999,-68.552928120000004,0.000000000000000,0.000000000000000,0,0, , , ,Rimouski,Rimouski,02QA002, ,aad40941-bdb5-404e-aaec-cb1c0e5d16a8,8eef2a95-2417-40e1-937c-fc370110fc90, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/aad40941-bdb5-404e-aaec-cb1c0e5d16a8,fishways, , ,0, , ,Quebec,Other,Barrage de la Pulpe,Barrage de la Pulpe, ,02QA002,02QA
306,0.000000000000000, ,0,0, ,Wood Buffalo, ,0,ab,Upper Slave,6, , , , ,9.100000000000000, ,0.000000000000000,0,0.000000000000000,Velocity of flow 0.55m/s,0.000000000000000,0.000000000000000, ,0, ,58.920933329999997,-111.181366699999998,0.000000000000000,0.000000000000000,0,0, , , ,Riviere des Rochers, ,07NA000, ,adbf52ed-05aa-4e82-8b41-21355b32fe0a,8bcb530d-0b2d-45a0-a220-78248c2531ed, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/adbf52ed-05aa-4e82-8b41-21355b32fe0a,fishways, , ,1975, , ,Alberta,Vertical slot,Riviere des Rochers Weir - Vertical slot, ,AB-24010101,07NA000,07NA
307,0.000000000000000, ,0,0, ,Peace River D, ,0,bc,Upper Peace - Kiskatinaw,6, , , ,"BC MOE, BC Parks, BC Conservation Foundation",0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,55.526744440000002,-120.027550000000005,0.000000000000000,0.000000000000000,0,0, , ,Allow passage between Swan Lake and Tupper River,Swan Lake, ,07FD000, ,ae77c46c-bd1e-407d-8b72-6a432503f73d,89af0bcb-ce89-4458-b99a-cd4bf45e3e7d,"{""Walleye (Sander vitreus)"",""Northern pike (Esox lucius)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/ae77c46c-bd1e-407d-8b72-6a432503f73d,fishways, , ,1998, , ,British Columbia,Vertical slot,Swan Lake Bridge / Tupper Creek, ,BC_117,07FD000,07FD
308,0.000000000000000, ,0,0, ,Halifax,Evaluation of fish Passage,0,ns,East and West River Sheet Harbour,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,44.955296298100002,-62.499512701299999,0.000000000000000,0.000000000000000,0,0, , , ,Ruth Falls, ,01EM000, ,b0099393-c292-4fa3-811c-f11cd8b31296,cc1a643b-01c1-437b-b3cb-c79bc7fb8501, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0099393-c292-4fa3-811c-f11cd8b31296,fishways, , ,0, , ,Nova Scotia,Pool and weir,Ruth Falls Diversion, , ,01EM000,01EM
309,0.000000000000000, ,0,0, ,Eeyou Istchee Baie-James, ,0,qc,Central La Grande,9,"Fishway called Baie BA 02

Techincal report

Brouard et Lsvesque 1984

contact info

Richard Verdon/

Jean Caumartin/

Jean-Christophe Guay",Hydro Qucbec, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,53.482254179999998,-76.927420089999998,0.000000000000000,0.000000000000000,0,0, , , ,Ryservoir Robert-Bourassa/Radisson-LG-2,Ryservoir Robert-Bourassa/Radisson-LG-2,03DC001, ,b0b65714-be23-4ae9-adee-f358be4973d2,32531882-c484-485c-99cf-cbbead744bdb, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0b65714-be23-4ae9-adee-f358be4973d2,fishways, , ,0, , ,Quebec,Unknown,Rnservoir Robert-Bourassa,Rnservoir Robert-Bourassa, ,03DC001,03DCB
310,0.000000000000000, ,0,0, ,Shelburne,Evaluation of fish Passage,0,ns,Clyde,3,The fish way appears to be maintained because there is a large pile of debris that has been removed. The walls of the fish way are the natural bank of the stream. The fish way is backwatered over the bottom baffle., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,43.589070000000000,-65.427319999999995,0.000000000000000,0.000000000000000,0,0, , , ,Greenwood Lake, ,01EB000, ,b1f5d127-91e3-4a4b-b5c1-a31c56ef8260,0c937782-1b06-4150-9906-3a7037d04450, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1f5d127-91e3-4a4b-b5c1-a31c56ef8260,fishways, , ,0, , ,Nova Scotia,Pool and weir,Greenwood Lake Dam, , ,01EB000,01EB
311,10.000000000000000,To improve ability of fish to find entrance (see paper by CM Bunt),0,1,Fishway trap and video,Kitchener, ,2,on,Upper Grand,1, ,Biotactic on behalf of Waterloo Region, , ,27.000000000000000, ,2.100000000000000,1,2.200000000000000, ,0.000000000000000,0.000000000000000, ,1,"{""Rainbow darter (Etheostoma caeruleum)"",""Iowa darter (Etheostoma exile)"",""Longnose dace (Rhinichthys cataractae)""}",43.412736027599998,-80.416674740299996,0.000000000000000,0.000000000000000,1,0, , ,To pass fish upstream, , ,02GA000, ,b2e8f5b1-58d3-418e-b521-38a943aa5494,1e9f60b4-7c62-409f-b1ea-a0c9590dc517,"{""Creek chub (Semotilus atromaculatus)"",""Golden redhorse (Moxostoma erythrurum)"",""Northern hog sucker (Hypentelium nigricans)"",""Common carp (Cyprinus carpio)"",""Black crappie (Pomoxis nigromaculatus)"",""Largemouth bass (Micropterus salmoides)"",",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b2e8f5b1-58d3-418e-b521-38a943aa5494,fishways, , ,1990,Bottom,Bank,Ontario,Denil,Mannheim Weir - West, ,ON-02GA-02,02GA000,02GA
312,0.000000000000000, ,0,0, ,Shelburne,Evaluation of fish Passage,0,ns,Clyde,3,"The top baffle is the only one baffle remaining intact. The second baffle down from the top is there but it has been broken. The entire structure is unsound, including the dam. There is water entering the fish way through the walls.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Requires Repair & Requires Maintenance,0.000000000000000,0.000000000000000, ,1, ,43.634470000000000,-65.469920000000002,0.000000000000000,0.000000000000000,0,0, , , ,Mill creek, ,01EB000, ,b3ad0a45-bafe-45bc-8183-f46da00ab939,ef57bc54-48e9-43a5-853f-c936cbe0d7c0, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b3ad0a45-bafe-45bc-8183-f46da00ab939,fishways, , ,0, , ,Nova Scotia,Pool and weir,Pulpmill Pond, , ,01EB000,01EB
313,0.000000000000000, ,0,0, ,Halifax,Evaluation of fish Passage,0,ns,Musquodoboit,3,Met Ducks Unlimited employee checking for debris jam., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,45.014960000000002,-63.215679999999999,0.000000000000000,0.000000000000000,0,0, , , ,Wallace Brook, ,01EK000, ,b66f41a0-b426-40f8-95a7-d0b9d115906d,aeebfe43-ebab-4cef-b889-7bf01598f180, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b66f41a0-b426-40f8-95a7-d0b9d115906d,fishways, , ,0, , ,Nova Scotia,Pool and weir,Chaswood Meadow, , ,01EK000,01EK
314,0.000000000000000, ,0,0, ,Cape Breton,Evaluation of fish Passage,0,ns,Mira,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,46.100628074699998,-59.937611658900003,0.000000000000000,0.000000000000000,0,0, , , , , ,01FJ000, ,b70296a7-dbc0-4fc0-82b3-bfad1cb3de52,4cdcf948-3169-4ed4-9e7b-6f0ab318a971, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b70296a7-dbc0-4fc0-82b3-bfad1cb3de52,fishways, , ,0, , ,Nova Scotia,Pool and weir,Homeville Road, , ,01FJ000,01FJ
315,0.000000000000000, ,0,0, ,Queens, ,0,ns,Mersey,3,Nova Scotia Power employee let us through gates. The fish way was assessed when de-watered., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,0, ,44.074758688599999,-64.770654968200006,0.000000000000000,0.000000000000000,0,0, , , ,Mersey River, ,01ED000, ,b9abfe0d-92c4-464e-9817-d7b2ceb71209,3cb6de19-6105-4dfd-8e1c-84dfc178526f,{""Atlantic salmon (Salmo salar)""},https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b9abfe0d-92c4-464e-9817-d7b2ceb71209,fishways, , ,1929, , ,Nova Scotia,Pool and weir,Cowie Falls Main Dam, , ,01ED000,01ED
316,0.000000000000000, ,0,0, ,"Kings, Subd. C",Evaluation of fish Passage,0,ns,Gaspereau,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,44.936667000000000,-64.504166999999995,0.000000000000000,0.000000000000000,0,0, , , ,Sartv's Brook, ,01DD000, ,ba5769d8-0a77-433d-8eaf-cc56646c418a,a31a924c-89d5-464a-bea4-3ca2ff52682d, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/ba5769d8-0a77-433d-8eaf-cc56646c418a,fishways, , ,0, , ,Nova Scotia,Pool and weir,Trout River By-pass, , ,01DD000,01DD
317,10.500000000000000,To improve passage efficiency,2002,1, ,Haldimand County,Evaluated effectiveness of fishway to pass walleye upsteam,2,on,Lower Grand,1, ,"MNR, GRCA and volunteers", , ,47.000000000000000, ,0.000000000000000,0,0.000000000000000,Denil style fishway on a side channel weir,0.000000000000000,0.000000000000000, ,1,{""Walleye (Sander vitreus)""},42.897178768000003,-79.629066170900003,0.000000000000000,0.000000000000000,0,0, , ,To pass walleye upstream, , ,02GB000, ,baf41b48-5c1f-4b7d-acc1-16e53746bb65,689260e1-cc2e-4e13-8445-c2b87cc61481,"{""Mooneye (Hiodon tergisus)"",""Channel catfish (Ictalurus punctatus)"",""Smallmouth bass (Micropterus dolomieu)"",""Rainbow/steelhead trout (Oncorhynchus mykiss)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/baf41b48-5c1f-4b7d-acc1-16e53746bb65,fishways, , ,1994, ,Bank,Ontario,Denil,Dunnville Weir III, ,ON-02GB-01,02GB000,02GB
318,0.000000000000000, ,0,0, ,The Blue Mountains, ,0,on,Southwest Georgian Bay,3,"Owned by Grey-Sauble CA

Fish passage can be blocked

Flood control structure, is the third barrier upstream from Georgian Bay.",MNR and CA staff and volunteers, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.540339096399997,-80.470556200199994,0.000000000000000,0.000000000000000,0,0, , , ,Beaver River, ,02FB000, ,bd23fac6-665f-4518-9740-5c9ecdccc10d,f2a4c1d2-c6fe-4e58-b36a-a5eedd99adc7, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/bd23fac6-665f-4518-9740-5c9ecdccc10d,fishways, , ,0, , ,Ontario,Pool and weir,Clendennan Fishway, ,ON-02FB-01,02FB000,02FB
319,0.000000000000000, ,0,0, ,Halifax, ,0,ns,East and West River Sheet Harbour,3,The bottom seven pools have walls made of rock on the banks. The downstream by-pass appears to be an old counting station., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,0, ,44.955735820599998,-62.498472285699997,0.000000000000000,0.000000000000000,0,0, , , ,East River, ,01EM000, ,bf9acf91-5e4f-4803-81a4-0099804a19c8,cc1a643b-01c1-437b-b3cb-c79bc7fb8501, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/bf9acf91-5e4f-4803-81a4-0099804a19c8,fishways, , ,1936, , ,Nova Scotia,Pool and weir,Ruth Falls, , ,01EM000,01EM
320,0.000000000000000,Improve fishway performance,2005,1,PIT array,Sault Ste. Marie,Attraction and passage efficiency,0,on,Garden,6,Converted to trap and sort fishway during the sea lamprey migration, , , ,6.100000000000000, ,0.000000000000000,0,0.400000000000000, ,0.000000000000000,0.000000000000000, ,1, ,46.506334140500002,-84.453100651599996,0.000000000000000,0.000000000000000,0,0,aprjul, ,Block sea lamprey migration and pass other fishes,Big Carp River, ,02CAA00, ,c066a086-e1cb-479c-ae50-85db0c4b5c58,6949181b-e840-4b01-b72f-06c93803debe, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c066a086-e1cb-479c-ae50-85db0c4b5c58,fishways, , ,1995, , ,Ontario,Vertical slot,Big Carp River Fishway, ,ON-02CAA05,02CAA00,02CA
321,0.000000000000000, ,0,0, ,Halifax,Evaluation of fish Passage,0,ns,Musquodoboit,3,There is a rock ledge which is acting like another baffle and creating another pool immediately downstream of fish way., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.902099999999997,-63.165399999999998,0.000000000000000,0.000000000000000,0,0, , , ,Grand Lake Tributary, ,01EK000, ,c0d14a33-7001-4b9e-af51-5adbd889f31a,2e9057e5-4640-4f99-a15e-4168c338fdc1, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c0d14a33-7001-4b9e-af51-5adbd889f31a,fishways, , ,0, , ,Nova Scotia,Pool and weir,Grand Lake Water Control, , ,01EK000,01EK
322,10.000000000000000, ,0,0, ,Lesser Slave River No.124,effectiveness of fishway for passing north-temperate salmonids,1,ab,Lesser Slave,1, , , , ,0.000000000000000, ,0.000000000000000,0,1.200000000000000, ,0.000000000000000,0.000000000000000, ,1,"{""Walleye (Sander vitreus)"",""Spottail shiner (Notropis hudsonius)""}",55.304854073700000,-114.756060915999996,0.000000000000000,0.000000000000000,0,0, , , ,Lesser Slave River, ,07BK000, ,c15fd1b5-8e02-40a7-9656-8f52fc03016f,eac53021-0afd-423c-beb1-53145a5d65b3,"{""Longnose sucker (Catostomus catostomus)"",""White sucker (Catostomus commersonii)"",""Yellow perch (Perca flavescens)"",""Northern pike (Esox lucius)"",""Burbot (Lota lota)"",""Cisco (Coregonus artedi)"",""Lake whitefish (Coregonus clupeaformis)""}",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c15fd1b5-8e02-40a7-9656-8f52fc03016f,fishways, , ,0, ,Midstream,Alberta,Denil,Lesser Slave River Weir - Denil 2, ,AB-17040201,07BK000,07BK
323,0.000000000000000, ,0,0, ,Lac-des-Eaux-Mortes, ,0,qc,Rimouski,9,Contact info: CEHQ Zec Bas-Saint-Laurent,Centre d?expertise Hydrique du QuLbec, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.280544829999997,-68.186206679999998,0.000000000000000,0.000000000000000,0,0, , , ,Rivirre Neigette,Rivirre Neigette,02QA001, ,c27eae24-0bd1-4f0f-acd5-5b6ce8ff738e,23c8be55-c3fa-4ecd-8ff1-ce52aaccae78, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c27eae24-0bd1-4f0f-acd5-5b6ce8ff738e,fishways, , ,0, , ,Quebec,Unknown,Barrage du Grand lac Neigette,Barrage du Grand lac Neigette, ,02QA001,02QA
324,0.000000000000000, ,0,0, ,Yarmouth,Evaluation of fish Passage,0,ns,Tusket,3,"There is a non baffled, concrete, box culvert immediately upstream of fish way. There are three non baffled, circular, metal, projecting culverts acting as downstream by-pass. There is a concrete structure at the exit of the fish way.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,43.940080000000002,-66.151600000000002,0.000000000000000,0.000000000000000,0,0, , , ,Little Lake Tributary, ,01EA000, ,c2da9531-e6a8-46a0-b2eb-1c15340510cf,f3f6b18a-5988-4cb8-b94c-81b71dbd6fba, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c2da9531-e6a8-46a0-b2eb-1c15340510cf,fishways, , ,0, , ,Nova Scotia,Pool and weir, , , ,01DA000,01DA
325,0.000000000000000, ,0,0, ,Halifax, ,0,ns,Musquodoboit,9,Could not access coordinates because the park was closed for the season and is gated., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.930824000000001,-63.318542999999998,0.000000000000000,0.000000000000000,0,0, , , ,Dollar Lake, ,01EK000, ,c3199e2a-9dbd-4ec3-abd5-ca5e5e96f2f1,c01a00f1-493c-4317-aa74-ab20a1216ea6, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c3199e2a-9dbd-4ec3-abd5-ca5e5e96f2f1,fishways, , ,0, , ,Nova Scotia,Unknown,Dollar Lake Water Control, , ,01EK000,01EK
326,0.000000000000000, ,0,0, ,Halifax, ,0,ns,East and West River Sheet Harbour,9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,44.989064999999997,-62.485224000000002,0.000000000000000,0.000000000000000,0,0, , , ,Malay Falls Flowage, ,01EM000, ,c86a66c0-a86b-4f33-9f49-78f3cc1444e0,b8866da5-3694-4b00-a333-87768901b24b, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c86a66c0-a86b-4f33-9f49-78f3cc1444e0,fishways, , ,0, , ,Nova Scotia,Unknown,Barrier Dam, , ,01EM000,01EM
327,0.000000000000000, ,0,0, ,Terrebonne, ,0,qc, ,9,"near Terrebonne

Fishway called

Passe migratoire du segment marais du ruisseau de feu

Technical report

C,tc 2010

Contact info

Philippe Brodeur, Rnjean Dumas, MRNF",QMNRF, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.715105809999997,-73.489568550000001,0.000000000000000,0.000000000000000,0,0, , , ,Ruisseau de feu,Ruisseau de feu,0210001, ,c90f178d-6465-4402-859a-a6f6799e8a84,323b32ac-b99e-407a-9d19-c9fff9f49982, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c90f178d-6465-4402-859a-a6f6799e8a84,fishways, , ,0, , ,Quebec,Unknown,Passe migratoire Ruisseau de feu,Passe migratoire Ruisseau de feu, ,0210001,0210
328,0.000000000000000, ,0,0, ,Prairie View, ,0,mb,Upper Assiniboine - Birdtail,2, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,50.419713936500003,-101.060761213000006,0.000000000000000,0.000000000000000,0,0, , , ,Birdtail Creek, ,05ME000, ,ca4ebf7f-bb49-4841-995b-1b020082370c,db76747e-2eae-4a52-ad06-157344085785, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/ca4ebf7f-bb49-4841-995b-1b020082370c,fishways, , ,1947, , ,Manitoba,Nature-like fishway,Birtle Dam, , ,05ME000,05ME
329,0.000000000000000, ,0,0, ,"Pictou, Subd. B",Evaluation of fish Passage,0,ns,East and West River of Pictou,3,The notch chutes are made of sheet metal. We could not fully access the fish way because of restricted access. Upwelling in channel next to fish way brings hundreds of fish to the surface., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,45.641907120100001,-62.744381118699998,0.000000000000000,0.000000000000000,0,0, , , ,Pictou Harbour, ,01DP000, ,ca5f4372-9c01-4f77-b1b8-b2228781b716,8e0a66d7-23fc-428f-aa23-68d4cc0ee56a, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/ca5f4372-9c01-4f77-b1b8-b2228781b716,fishways, , ,0, , ,Nova Scotia,Pool and weir,Pictou Harbour, , ,01DP000,01DP
330,0.000000000000000, ,0,0, ,West Hants,Evaluation of fish Passage,0,ns,Avon,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,44.815363830599999,-64.236367985499996,0.000000000000000,0.000000000000000,0,0, , , , , ,01DE000, ,caab4b2b-415d-4df6-bcd4-4ec41ed67bdd,7262c3c3-468f-45c6-bdc1-7407454fd937, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/caab4b2b-415d-4df6-bcd4-4ec41ed67bdd,fishways, , ,0, , ,Nova Scotia,Pool and weir,Zwicker Lake Dam, , ,01DE000,01DE
331,0.000000000000000, ,0,0, ,Yarmouth, ,0,ns,Tusket,3, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,43.886937587900000,-65.970906751699999,0.000000000000000,0.000000000000000,0,0, , , ,Tusket River, ,01EA000, ,caf21ff8-3efc-436d-9176-9f46508a9933,0b26f130-9828-4b83-a9f5-b411ae36b673, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/caf21ff8-3efc-436d-9176-9f46508a9933,fishways, , ,1949, , ,Nova Scotia,Pool and weir,Lake Vaughan Fishway, , ,01EA000,01EA
332,0.000000000000000, ,0,0, ,Lac-MVgantic, ,0,qc,Chaudigre,9,"contact info

Sylvain Roy",QMNRF, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.573463760000003,-70.880823219999996,0.000000000000000,0.000000000000000,0,0, , , ,RiviFre ChaudiSre/Lac-Mogantic,RiviFre ChaudiSre/Lac-Mogantic,02PJ000, ,cbce6479-3380-4483-8766-cbd7e4b7d712,1ccc4c96-6c28-4737-95a0-680a96e3c372, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/cbce6479-3380-4483-8766-cbd7e4b7d712,fishways, , ,0, , ,Quebec,Unknown,Barrage Magantic,Barrage Magantic, ,02PJ000,02PJ
333,4.300000000000000, ,0,0,fish trap and PIT,Saint-Roch-de-Richelieu,"PIT tags, current study",2,qc,Richelieu,6, ,Parks Canada, , ,85.000000000000000, ,2.700000000000000,1,3.400000000000000, ,0.000000000000000,0.000000000000000, ,1, ,45.863065084299997,-73.149932991499995,0.000000000000000,0.000000000000000,3,0,MayJun, ,To help endangered species pass the dam, , ,02OJ000, ,cc827e1c-3b9f-43b5-8e0c-c60b1656d8cb,5d278718-81a9-4f67-918e-8a27067300e5,"{""Mooneye (Hiodon tergisus)"",""Common carp (Cyprinus carpio)"",""Longnose sucker (Catostomus catostomus)"",""Shorthead redhorse (Moxostoma macrolepidotum)"",""Silver redhorse (Moxostoma anisurum)"",""Lake sturgeon (Acipenser fulvescens)"",""Longnose ga",https://cabd-web.azurewebsites.net/cabd-api/features/datasources/cc827e1c-3b9f-43b5-8e0c-c60b1656d8cb,fishways, , ,2001,Bottom and Surface,Bank,Quebec,Vertical slot,Vianney Legendre Fishway, , ,02OJ000,02OJ
334,0.000000000000000, ,0,0, ,Saugeen Shores, ,2,on,Saugeen,3,"MNR owned

Southhampton Ontario

Approximately 500-1000 Rainbow trout (Onchorhyncus mykiss) are passed each year

Metal basket for capturing fish, there is also a lamprey trap present",MNR staff and volunteers, , ,26.000000000000000, ,0.000000000000000,0,2.700000000000000,9 resting pools,0.000000000000000,0.000000000000000, ,0, ,44.504199604299998,-81.329963918900006,0.000000000000000,0.000000000000000,0,0, , , ,Saugeen River, ,02FC000, ,cdc24c05-6f18-42d5-8ace-f1f0f3b5711c,b0f52d31-0242-4675-914e-c6fd416af3f2, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/cdc24c05-6f18-42d5-8ace-f1f0f3b5711c,fishways, , ,0, ,Bank,Ontario,Pool and weir,Denny's Dam Fishway, ,ON-02FC-01,02FC000,02FC
335,0.000000000000000, ,0,0, ,Augusta, ,0,on,Lower Ottawa - South Nation,2,Fishway is in operation only during spring melt., , , ,116.000000000000000, ,0.000000000000000,0,0.000000000000000,Channel consists of a number of pools with 20cm drop between pools.,0.000000000000000,0.000000000000000, ,0, ,44.806667129799997,-75.604245978199998,0.000000000000000,0.000000000000000,0,0,marmay, ,To pass Esox lucius,Indian Creek, ,02LB001, ,cdd48e0a-5afb-4035-8a2e-e1f931ba634b,61856b02-e046-471d-b390-d9f0fa7ade97, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/cdd48e0a-5afb-4035-8a2e-e1f931ba634b,fishways, , ,2006, , ,Ontario,Nature-like fishway,Indian Creek Fishway, ,ON-02LB-10,02LB001,02LB
336,0.000000000000000, ,0,0, ,"Cumberland, Subd. C", ,0,ns,Maccan,3,"There was not a fish way at the coordinates. Appears to be a baffled culvert, however the culvert was backwatered to the top with muddy water so unable to tell conclusively.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.772239999999996,-64.242779999999996,0.000000000000000,0.000000000000000,0,0, , , , , ,01DL000, ,d05d95cd-5327-4964-bdb3-7a25bce5d06f,4a93bcd1-5956-454e-92d9-8c098dac62d8, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/d05d95cd-5327-4964-bdb3-7a25bce5d06f,fishways, , ,0, , ,Nova Scotia,Pool and weir,Nappan Tidal Gates, , ,01DL000,01DL
337,2.200000000000000, ,0,0, ,"East River, Part 1", ,0,pe,Central Prince Edward Island - Hillsborough,2, , , , ,54.399999999999999, ,7.600000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,46.317968880000002,-62.834634749999999,0.000000000000000,0.000000000000000,0,0, , , ,Pisquid River, ,01CC000, ,c19b868e-e385-4798-9002-1949cbc83aef,401d82e6-f464-459b-9ac7-ffd950d06350,{""Rainbow smelt (Osmerus mordax)""},https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c19b868e-e385-4798-9002-1949cbc83aef,fishways,Pisquid River, ,0, , ,Prince Edward Island,Nature-like fishway, , , ,01CC000,01CC
338,0.000000000000000, ,0,0, ,Barrington,Evaluation of fish Passage,0,ns,Clyde,2,"The dam has been blown out on the river right side and is acting as a passable, runaround fish way. The fish way was assessed visually from a distance. It is an old dam that has had a section removed for fish passage.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,43.505359897600002,-65.696495166399998,0.000000000000000,0.000000000000000,0,0, , , ,Shag Harbour Pond, ,01EB000, ,d0815c2c-cbcb-4b49-8f85-7c3927847aaa,2cb8755e-061a-454d-9227-f0009c092817, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/d0815c2c-cbcb-4b49-8f85-7c3927847aaa,fishways, , ,0, , ,Nova Scotia,Nature-like fishway,Shag Harbour Pond Dam, , ,01EB000,01EB
